Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
8/17/2017,2017,38.963697,-76.446857,26.7,7.9,11,4,8.5,0.1,1.58E+02,1.7,-52.89,-20.83
8/17/2017,2017,38.963677,-76.44682,26.6,8,11.3,4.2,7.9,0.1,145,2,-1.96,-59.87
8/17/2017,2017,38.963673,-76.44681,26.5,7.9,10.1,3.8,7.8,NaN,NaN,NaN,-120.27,-121.07
8/17/2017,2017,38.963662,-76.44681,26.5,7.8,10.2,3.8,7.7,0.2,1.58E+02,2.1,-107.71,-130.99
8/17/2017,2017,38.963653,-76.446825,26.6,7.7,13.8,4,7.7,0.1,1.52E+02,2.2,-95.14,-140.92
8/17/2017,2017,38.963652,-76.446815,26.6,7.7,NaN,3.9,7.9,0.1,1.68E+02,2.2,-82.57,-150.85
8/17/2017,2017,38.963643,-76.446815,26.7,NaN,22.7,4.4,8,NaN,NaN,NaN,-97.12,-122.49
8/17/2017,2017,38.963638,-76.446857,27,7.6,NaN,4.8,NaN,NaN,NaN,NaN,-109.86,-10.13
8/17/2017,2017,38.963672,-76.446835,27,7.8,NaN,4.3,8.9,0.1,1.41E+02,2.2,-4.47,12.39
8/17/2017,2017,38.963715,-76.446827,27.2,7.8,15.6,4.1,9.3,0.2,2.07E+02,2.2,14.2,32.2
8/17/2017,2017,38.963712,-76.446793,27.1,7.8,NaN,3.2,9,0.2,1.61E+02,2,2.47,29.58
8/17/2017,2017,38.963712,-76.446797,27.3,NaN,11.2,3,9.8,0.3,1.59E+02,2.1,26.28,31.24
8/17/2017,2017,38.963673,-76.446818,27.6,NaN,NaN,3.9,NaN,0.3,1.66E+02,2,26.43,53.71
8/17/2017,2017,38.96367,-76.446792,27.3,7.8,NaN,3.4,10.7,0.3,169,2.2,27.76,49.56
8/17/2017,2017,38.963688,-76.4468,27.2,7.8,16.7,3.5,10,0.4,1.75E+02,2.4,18.65,8.35
8/17/2017,2017,38.963675,-76.446768,27.2,7.3,17.3,3.6,9.9,0.5,1.67E+02,2.7,-13.36,-37.77
8/17/2017,2017,38.96366,-76.446817,27.2,7.8,21.1,3.8,10.2,0.4,1.71E+02,2.6,-18.38,-73.32
8/17/2017,2017,38.963663,-76.446813,27.2,7.9,16.9,4,9.6,0.3,1.64E+02,2.5,-13.41,-36.15
8/18/2017,2017,38.963702,-76.446797,27,7.9,11.6,3.4,9.2,0.4,1.75E+02,2.5,-47.05,-27.26
8/18/2017,2017,38.96373,-76.446785,26.8,8,9.2,3.4,8.3,0.5,1.74E+02,2.8,-30.86,5.85
8/18/2017,2017,38.96369,-76.446783,26.8,8.1,10.1,3.6,8.2,0.5,1.75E+02,2.6,24.05,55.61
8/18/2017,2017,38.963685,-76.446783,26.9,8.1,11,3.8,8,NaN,NaN,NaN,64.47,91.8
8/18/2017,2017,38.963682,-76.446807,26.7,8.3,8,4.2,6.8,0.5,1.67E+02,2.6,16.14,116.99
8/18/2017,2017,38.963703,-76.446805,26.5,8.4,6.6,5.1,5.9,0.5,1.65E+02,2.5,-19.13,101.21
8/18/2017,2017,38.96371,-76.446847,26.4,8.7,7.1,4.5,6.1,0.5,1.59E+02,2.6,-61.88,2.31
8/18/2017,2017,38.963698,-76.446818,26.4,8.7,7.4,4.6,6.1,0.4,1.58E+02,2.4,-64.07,-55.56
8/18/2017,2017,38.963678,-76.44681,26.4,8.7,7.1,4.4,6.1,0.4,1.58E+02,2.7,-76.6,-123.37
8/18/2017,2017,38.963667,-76.446803,26.4,8.5,7,3.9,6.4,0.4,1.60E+02,2.5,-72.14,-119.16
8/18/2017,2017,38.963652,-76.44683,26.5,8.4,8.8,5.6,6.7,0.4,1.60E+02,2.7,-67.68,-114.95
8/18/2017,2017,38.963633,-76.446818,26.6,8.3,9.2,6,6.6,0.3,160,2.6,-63.22,-110.74
8/18/2017,2017,38.963642,-76.446805,26.6,8.2,13.3,6.4,6.5,0.4,1.63E+02,2.7,-58.76,-106.52
8/18/2017,2017,38.963663,-76.446818,26.6,8,16.9,5.2,6.7,0.3,1.61E+02,2.9,-54.31,-102.31
8/18/2017,2017,38.963662,-76.446815,26.7,8,16.1,5.4,6.8,0.3,1.76E+02,2.6,-75.92,-88.79
8/18/2017,2017,38.96371,-76.446817,26.9,8.1,21.3,5.5,7.6,0.3,1.70E+02,2.5,-96.55,-55
8/18/2017,2017,38.963712,-76.446792,27.1,8.1,18.3,5.4,8.4,0.3,1.66E+02,2.4,-80.15,-32.99
8/18/2017,2017,38.963708,-76.446792,27.5,8.2,20.9,5.4,9.3,0.3,1.75E+02,2.1,-19.57,-3.01
8/18/2017,2017,38.963697,-76.446808,27.6,8.3,NaN,5.4,10.4,0.3,1.80E+02,2.1,-8.25,9.81
8/18/2017,2017,38.963678,-76.446803,27.6,8.5,NaN,4.8,10.1,0.4,1.85E+02,2.2,26.55,39.55
8/18/2017,2017,38.963682,-76.4468,27.6,9,16.6,4.7,9.1,0.4,1.64E+02,2.4,28.78,55.35
8/18/2017,2017,38.963678,-76.446802,27.5,9.1,11.4,4.4,8.3,0.5,1.71E+02,2.5,34.83,18.09
8/18/2017,2017,38.963685,-76.446803,27.6,8.8,10.6,4.6,8.8,0.5,1.70E+02,2.7,31.54,16.21
8/18/2017,2017,38.963635,-76.446798,27.4,8.3,9.4,4.9,7.9,0.3,163,2.8,11.27,-35.53
8/19/2017,2017,38.963605,-76.446777,27.4,8,9.3,5.5,7.4,0.2,5.25E+01,2.2,32.5,-90.07
8/19/2017,2017,38.963647,-76.446758,27.3,8,8.3,5.3,7.3,0.1,1.48E+02,2.8,-10.93,-19.56
8/19/2017,2017,38.963642,-76.44678,27.3,8.1,7.1,5,7.2,0.2,1.82E+02,1.9,-50.48,-19.07
8/19/2017,2017,38.963655,-76.446783,27.2,8.2,6.8,4.6,7.4,0.3,1.79E+02,2.1,-39.98,39.59
8/19/2017,2017,38.963642,-76.446787,27.1,8.3,6.2,4.5,7.1,0.3,1.70E+02,2.4,8.84,42.77
8/19/2017,2017,38.963662,-76.446793,27.1,8.5,6.1,4.4,7.2,0.2,1.72E+02,2.3,27.22,53.14
8/19/2017,2017,38.963662,-76.446818,26.9,8.6,6.2,4.3,7.1,0.2,1.66E+02,2.2,-69.82,83.52
8/19/2017,2017,38.963647,-76.446785,26.9,8.8,6.9,NaN,6.9,0.1,1.57E+02,2.2,-87.84,85.15
8/19/2017,2017,38.963647,-76.446783,26.8,8.9,7.1,4.3,6.5,0.1,1.55E+02,2,-37.16,30.89
8/19/2017,2017,38.963612,-76.44677,26.9,8.3,6.2,4.8,6,0.1,1.55E+02,2.1,-27.68,-63.9
8/19/2017,2017,38.96361,-76.446792,26.8,8.9,10.5,5.3,5.7,0.1,1.13E+02,1.9,-119.8,-64.71
8/19/2017,2017,38.963578,-76.446778,26.7,8.8,NaN,5.9,5.3,0.2,1.37E+02,2.2,-66.91,-60.66
8/19/2017,2017,38.96358,-76.446783,26.7,8.6,NaN,6.7,5.5,0.1,1.30E+02,2,-119.17,-126.14
8/19/2017,2017,38.963585,-76.446818,26.8,8.3,NaN,6.7,6.6,0.1,2.31E+02,2.3,-50.89,-132.57
8/19/2017,2017,38.963577,-76.446782,27.1,8.4,NaN,6.6,NaN,NaN,NaN,NaN,-73.59,-33.9
8/19/2017,2017,38.96363,-76.446777,27.5,8.3,NaN,5.9,10.2,0.2,2.27E+02,2.1,-49.39,-1.79
8/19/2017,2017,38.963648,-76.446767,27.7,8.4,33.5,6.2,9.6,0.3,1.74E+02,2.3,-34.65,52.57
8/19/2017,2017,38.963652,-76.446775,28,8.4,NaN,5.4,10.2,0.3,5.03E+01,2.3,48.63,78.21
8/19/2017,2017,38.96365,-76.446797,28.1,8.6,NaN,5.8,10.9,0.3,1.50E+02,2.3,139.41,114.38
8/19/2017,2017,38.96367,-76.44677,28.5,9,NaN,7.6,11,0.3,1.62E+02,2.3,176.12,123.32
8/19/2017,2017,38.963668,-76.44678,27.7,9,NaN,4.6,10.4,0.3,2.06E+02,2.2,138.87,128.89
8/19/2017,2017,38.963663,-76.446773,28.3,8.8,NaN,4.2,11.1,0.3,262,2.1,67.37,71.38
8/19/2017,2017,38.963678,-76.44677,28,8.9,NaN,4.6,11.1,0.3,224,2.1,39.84,123.62
8/19/2017,2017,38.963655,-76.446783,27.7,9,NaN,5.2,10.7,0.3,1.78E+02,2.1,-9.96,15.89
8/20/2017,2017,38.963675,-76.446788,27.7,8.9,22.1,5,10.6,0.3,1.69E+02,2.2,-22.18,-38.69
8/20/2017,2017,38.963688,-76.446755,27.5,8.9,19.7,4.8,10.2,0.2,1.81E+02,2.2,-40.5,-61.91
8/20/2017,2017,38.963657,-76.446755,27.5,9,17,4.5,9.6,0.1,1.75E+02,2.2,-37.28,-37.36
8/20/2017,2017,38.963635,-76.446763,27.4,9,13.7,4.3,9.4,0.2,329,1.8,-54.78,-20.68
8/20/2017,2017,38.963638,-76.446795,27.3,9,12.7,4.6,8.8,0.1,105,2.1,-63.25,37.75
8/20/2017,2017,38.963673,-76.44679,27.2,9,12.7,4.2,8.7,0.1,1.01E+02,2.2,-42.56,90.68
8/20/2017,2017,38.963652,-76.446793,27.1,9,11.6,4,8.5,0.1,9.57E+01,2.2,30.32,76.33
8/20/2017,2017,38.963657,-76.446767,27,9,10,4.2,7.8,0.1,9.12E+01,2.1,-78.3,115.4
8/20/2017,2017,38.963658,-76.446763,27,9.1,11.1,5.5,7.2,0.1,1.37E+02,2.2,6.8,140.37
8/20/2017,2017,38.963642,-76.446763,27,9.1,10.3,6.7,6.7,0.1,5.75E+01,2,-52.01,70.7
8/20/2017,2017,38.963635,-76.44679,26.9,9.1,11.7,6.3,6.2,0.1,3.31E+01,1.8,-67.17,-50.89
8/20/2017,2017,38.963627,-76.44679,26.8,9.1,11.3,5.4,6.2,0.1,318,2.1,-71.36,-58.09
8/20/2017,2017,38.96362,-76.446807,26.7,9,15.3,4.8,6.6,NaN,NaN,NaN,-81.2,-104.51
8/20/2017,2017,38.963613,-76.44683,26.8,8.9,19.4,4.9,7.2,0.1,1.04E+02,2.1,-60.03,-106.61
8/20/2017,2017,38.963622,-76.446787,26.9,9,NaN,5.2,7.1,0.2,3.45E+02,2.1,-59.28,-49.44
8/20/2017,2017,38.963642,-76.446783,27,9,14.9,5.3,7.8,0.2,2.58E+02,2,-44.69,-38.22
8/20/2017,2017,38.963653,-76.446765,27.4,9,NaN,6,NaN,0.3,2.07E+02,2.4,-1.07,15.3
8/20/2017,2017,38.963633,-76.446783,27.4,NaN,NaN,5.5,10.2,NaN,NaN,NaN,-2.33,39.04
8/20/2017,2017,38.963648,-76.4468,27.7,9.1,NaN,6.3,11.1,0.3,119,2.2,10.04,105.34
8/20/2017,2017,38.963647,-76.446792,27.8,8.8,NaN,6.4,11.2,0.3,3.34E+02,2.2,14.99,84.91
8/20/2017,2017,38.96366,-76.446782,27.8,NaN,48.5,6.4,11.1,0.3,1.67E+02,2.3,38.83,137.64
8/20/2017,2017,38.963632,-76.446782,28.1,8.4,NaN,5.4,NaN,0.3,2.00E+02,2.2,21.95,120.16
8/20/2017,2017,38.963653,-76.446782,28,8.5,47.5,5.2,11.2,0.3,2.31E+02,2.2,2.8,72.97
8/20/2017,2017,38.963647,-76.446788,28.1,8.4,NaN,4.3,11.1,0.2,5.56E+01,2.2,18.7,2.58
8/21/2017,2017,38.96367,-76.446782,27.7,8.4,NaN,3.6,11.2,NaN,NaN,NaN,-17.59,-21.71
8/21/2017,2017,38.96368,-76.446775,27.8,8.5,NaN,4,11.2,0.1,1.63E+02,2.1,-8.25,-46.18
8/21/2017,2017,38.963645,-76.446772,27.7,8.5,24,3.9,11.2,0.1,1.55E+02,2,-38.88,-72.79
8/21/2017,2017,38.963648,-76.446788,27.6,8.5,22.3,3.9,11.2,0.1,1.57E+02,1.9,4.51,-39.22
8/21/2017,2017,38.963647,-76.446802,27.6,8.5,22.2,3.4,11.2,0.1,1.82E+02,2.2,1.44,-74.51
8/21/2017,2017,38.96368,-76.446798,27.4,NaN,NaN,3.5,10.5,NaN,NaN,NaN,-100.6,66.2
8/21/2017,2017,38.963685,-76.44679,27.3,8.5,15.6,3.7,9.9,0.1,1.71E+02,1.7,28.52,109.13
8/21/2017,2017,38.963687,-76.44678,27.2,8.6,17.4,3.9,9,NaN,NaN,NaN,-48,141.75
8/21/2017,2017,38.963673,-76.446777,27.1,8.6,12.6,4.3,8.2,0.1,1.62E+02,1.8,3.8,144.44
8/21/2017,2017,38.96367,-76.446785,26.8,8.2,NaN,2.9,8.2,0.1,1.57E+02,1.9,-21.9,84.58
8/21/2017,2017,38.963673,-76.446805,26.9,8.5,9.3,4.6,7.3,0.1,1.13E+02,2,-41.07,24.22
8/21/2017,2017,38.963643,-76.446783,27.1,8.6,11.3,6.5,7.1,NaN,NaN,NaN,-29.1,-44.59
8/21/2017,2017,38.963642,-76.446802,27,8.5,11.7,5.7,7.2,0.1,1.61E+02,2,50.22,-64.59
8/21/2017,2017,38.963657,-76.446818,27.1,8.5,12.3,6.1,7.5,0.2,1.54E+02,1.9,-11.36,-106.29
8/21/2017,2017,38.963662,-76.446805,27.1,NaN,NaN,6.1,8,0.2,1.59E+02,1.9,-12.16,-98.09
8/21/2017,2017,38.963702,-76.446795,27.3,8.5,20.7,6.7,8.3,0.2,1.74E+02,2.2,-2.55,-96.08
8/21/2017,2017,38.963682,-76.446777,27.4,8.6,NaN,8,7.4,0.3,1.62E+02,2.2,-24.7,-58.93
8/21/2017,2017,38.963667,-76.446787,27.5,8.6,NaN,6.8,NaN,0.4,1.68E+02,2.3,-21.72,-31.47
8/21/2017,2017,38.963663,-76.446803,27.7,8.6,23.4,5.4,9.3,0.4,1.76E+02,2.3,-13.67,76.56
8/21/2017,2017,38.963662,-76.44678,27.6,NaN,NaN,5.4,8.6,0.4,1.75E+02,2.4,27.88,98.56
8/21/2017,2017,38.963685,-76.446797,27.6,8.6,13.6,4.8,8.5,0.5,1.60E+02,2.7,19.94,94.48
8/21/2017,2017,38.96368,-76.44679,27.6,8.7,13,5.6,8.4,0.5,1.64E+02,2.6,12,90.4
8/21/2017,2017,38.963698,-76.446782,27.6,8.7,10.1,7.8,8.1,0.6,163,2.8,-22.94,17.98
8/21/2017,2017,38.963675,-76.4468,27.6,8.7,10.2,8.7,8,0.5,1.58E+02,2.7,-38.14,-37.29
8/22/2017,2017,38.963665,-76.446798,27.4,8.7,8.6,5.4,7.8,0.3,1.52E+02,2.9,-14.52,-101.29
8/22/2017,2017,38.963673,-76.446793,27.5,8.7,10.9,6,8,0.2,1.63E+02,2.5,-110.82,-127.38
8/22/2017,2017,38.963625,-76.446785,27.5,8.7,10.3,7.3,7.7,0.2,1.61E+02,2.4,-100.85,-117.5
8/22/2017,2017,38.963647,-76.446792,27.5,8.7,12.1,7.3,7.5,0.1,1.56E+02,2.3,-5.47,-144.23
8/22/2017,2017,38.963652,-76.446795,27.6,8.6,13,7.8,7.5,0.1,1.69E+02,2.1,7.38,-67.89
8/22/2017,2017,38.963672,-76.446823,27.6,8.7,11,6.5,7.4,0.2,166,2.5,-63.91,-60.77
8/22/2017,2017,38.963673,-76.446815,27.6,8.6,8.3,5.7,7.7,0.2,1.67E+02,2.4,-72.85,-19.18
8/22/2017,2017,38.963697,-76.4468,27.5,8.6,7.4,5.3,7.4,NaN,NaN,NaN,-51.02,8.2
8/22/2017,2017,38.963693,-76.44679,27.4,8.6,6.6,5.1,7.4,0.2,1.61E+02,2.3,10.11,44.22
8/22/2017,2017,38.963692,-76.446807,27.3,8.6,6.3,5,7.1,0.2,1.73E+02,2.1,2.72,39.72
8/22/2017,2017,38.963702,-76.446837,27.2,8.7,6.4,4.7,6.7,0.2,1.61E+02,2.1,-29.16,80.61
8/22/2017,2017,38.963672,-76.446808,27.2,NaN,7.7,4.6,6.7,0.2,160,2.2,-66,20.26
8/22/2017,2017,38.963652,-76.446813,27.1,8.8,NaN,4.8,6.7,0.2,1.57E+02,2.3,-39.84,-71.1
8/22/2017,2017,38.963653,-76.446823,27.4,8.5,16,5.5,7.5,NaN,NaN,NaN,-63.89,-145.02
8/22/2017,2017,38.963655,-76.446805,27.5,8.8,12.7,4.9,7.7,0.2,1.61E+02,2.5,-43.4,-138.56
8/22/2017,2017,38.963692,-76.446818,27.8,9,NaN,5.4,8.3,0.2,1.66E+02,2.4,-22.92,-132.1
8/22/2017,2017,38.963682,-76.446818,28.4,8.5,18.1,5.3,9.3,0.2,1.87E+02,2.3,-2.43,-125.63
8/22/2017,2017,38.963678,-76.44681,28.4,8.6,NaN,5.1,8.6,0.2,1.61E+02,2.3,-27.74,-108.55
8/22/2017,2017,38.963678,-76.446825,28.7,8.7,13.5,5.1,9.2,0.3,1.73E+02,2.2,-60.93,-49.04
8/22/2017,2017,38.963687,-76.446793,28.7,8.8,NaN,4.8,9.8,0.3,1.71E+02,2.3,-34.6,17.31
8/22/2017,2017,38.96368,-76.446783,NaN,8.9,NaN,4.6,9.3,0.4,1.78E+02,2.2,12.4,68.87
8/22/2017,2017,38.963668,-76.44678,28.4,9.2,7.1,4.2,8.7,0.4,1.74E+02,2.3,38.74,78.99
8/22/2017,2017,38.963698,-76.446787,27.8,9.5,4.9,4.8,NaN,0.6,1.65E+02,2.5,27.94,90.87
8/22/2017,2017,38.963688,-76.446793,27.9,9.6,5.6,5.8,6.3,0.5,1.67E+02,2.7,-6.59,32.28
8/23/2017,2017,38.96371,-76.446792,27.8,NaN,5.5,6.9,6,0.4,1.63E+02,2.6,-32.6,-29.1
8/23/2017,2017,38.963725,-76.44678,27.6,NaN,4.9,7,5.9,0.4,1.64E+02,2.6,-56.43,-97.16
8/23/2017,2017,38.963683,-76.44677,27.7,9.4,4.8,5.7,6.5,0.5,1.68E+02,2.8,-62.25,-110.68
8/23/2017,2017,38.963677,-76.446772,27.9,9.3,5.4,6.7,6.5,NaN,NaN,NaN,-71.94,-115.45
8/23/2017,2017,38.963677,-76.446785,27.9,9.2,6,7.6,6.3,0.4,1.72E+02,2.9,-50.35,-86.53
8/23/2017,2017,38.963702,-76.446792,28,9,4.3,5.3,6.4,0.4,1.74E+02,2.9,-63.59,-48.98
8/23/2017,2017,38.96369,-76.446788,28,8.9,4,5.2,6,0.3,1.79E+02,2.9,-68.11,-33.38
8/23/2017,2017,38.963698,-76.446792,27.9,9,4,5.3,5.9,0.2,1.76E+02,3,-61.59,-7.24
8/23/2017,2017,38.963693,-76.446788,27.8,NaN,3.7,5,5.7,0.2,1.75E+02,2.7,-38.26,70.61
8/23/2017,2017,38.963687,-76.446763,27.7,9.2,3.8,5,5.6,0.1,1.79E+02,2.6,-28.08,-11.87
8/23/2017,2017,38.963712,-76.44681,27.5,9.3,4.1,4.8,5.3,0.1,1.68E+02,2.5,-51.06,10.83
8/23/2017,2017,38.963677,-76.446798,27.4,9.7,5,4.4,5,0.1,1.72E+02,2.2,-64.66,31.22
8/23/2017,2017,38.963658,-76.44679,27.4,9.7,5.2,4.3,4.8,0.1,1.54E+02,2.1,-63.15,-56.32
8/23/2017,2017,38.96365,-76.446803,27.6,9,7,4.7,5.2,0.1,1.32E+02,2.1,-48.52,-63.68
8/23/2017,2017,38.963672,-76.446792,27.9,8.8,7.1,5.5,5.5,0.1,2.88E+02,2,-37.83,-63.34
8/23/2017,2017,38.963688,-76.446803,27.6,9.5,12,5.3,5.5,0.1,1.69E+02,2.6,-25.2,-105.23
8/23/2017,2017,38.963662,-76.446823,27.7,9.4,10.1,5.4,5.9,0.1,102,2,-69.54,-54.63
8/23/2017,2017,38.963653,-76.446838,NaN,9.6,7.8,4.6,5.6,0.2,1.01E+02,2,-39.92,-78.87
8/23/2017,2017,38.963645,-76.446822,27.6,9.7,10.2,5,5.3,0.1,96,2,-38.02,-50.54
8/23/2017,2017,38.963632,-76.44681,27.8,9.4,NaN,5.3,6.4,0.1,9.54E+01,2,-75.33,29.8
8/23/2017,2017,38.963657,-76.446813,27.7,9.6,NaN,5,5.5,0.1,2.05E+02,2.2,-15.78,105.1
8/23/2017,2017,38.963665,-76.44678,28.1,9.1,NaN,5.5,6.7,0.1,1.55E+02,1.8,53.22,65.33
8/23/2017,2017,38.963673,-76.446773,28.1,9,21,5.7,7.7,0.2,2.29E+02,2,107.86,135.05
8/23/2017,2017,38.963682,-76.446797,27.3,9.2,NaN,4.6,7.4,0.1,320,2,102.45,89.65
8/24/2017,2017,38.963692,-76.4468,27.2,8.9,9.6,4.1,8.3,0.1,3.49E+02,1.9,58.47,92.68
8/24/2017,2017,38.963682,-76.446807,27.1,9.1,6.6,4,NaN,0.2,6.39E+01,2,19.99,63.19
8/24/2017,2017,38.963655,-76.4468,27,9.2,5.7,3.8,5.3,0.1,7.57E+01,1.9,-10.83,27.95
8/24/2017,2017,38.96366,-76.4468,27.1,9,5.2,3.9,5.3,0.1,8.51E+01,2,-20.09,26.15
8/24/2017,2017,38.96366,-76.446818,27.3,9,5.6,4.4,4.7,0.1,80,2,-96.57,-48.21
8/24/2017,2017,38.963685,-76.446842,27.3,9.1,7.2,4.4,5,NaN,NaN,NaN,-74.59,-57.67
8/24/2017,2017,38.963667,-76.446802,27.4,9.2,7.5,4.6,5.5,0.1,7.75E+01,1.9,-47.36,-24.38
8/24/2017,2017,38.96368,-76.446803,27.2,9.2,7.7,4.9,5.5,NaN,NaN,NaN,-30.18,-27.49
8/24/2017,2017,38.96367,-76.446792,27.1,9.3,8,4.6,5.1,0.1,6.59E+01,1.8,-12.86,29.15
8/24/2017,2017,38.963678,-76.446797,26.9,9.3,7.2,4.2,4.9,0.1,8.16E+01,1.8,23.43,120.8
8/24/2017,2017,38.9637,-76.446822,26.9,9.3,8.8,4.9,4.7,0.1,6.89E+01,1.9,-79.43,113.86
8/24/2017,2017,38.963655,-76.446807,26.8,9.4,8.1,5.9,4.4,0.2,7.65E+01,2.2,-81.72,87.34
8/24/2017,2017,38.963653,-76.44681,26.5,9.1,10.3,4.3,4.5,NaN,NaN,NaN,-19.42,72.05
8/24/2017,2017,38.96364,-76.446827,NaN,8.9,13.4,3.8,4.7,0.2,7.87E+01,2.3,-12.3,-3.98
8/24/2017,2017,38.963657,-76.446832,26.6,8.9,12.4,4,4.9,0.3,7.65E+01,2,-12.67,-4.54
8/24/2017,2017,38.963682,-76.446832,26.6,8.9,NaN,4.1,5.4,0.3,5.76E+01,2,-29.66,-34.38
8/24/2017,2017,38.96367,-76.446833,26.7,8.9,20.7,4.2,6,0.2,9.97E+01,1.9,-50.3,-54.78
8/24/2017,2017,38.963648,-76.44682,26.9,8.9,25,4.2,6.9,0.2,1.05E+02,2,-61.48,-73.93
8/24/2017,2017,38.963642,-76.44682,27.2,8.9,25.8,4.1,7.3,0.1,9.96E+01,2.1,-49.94,-32.71
8/24/2017,2017,38.963645,-76.446822,27.6,9.2,NaN,5.5,7.6,0.1,1.62E+02,2.1,-23.9,30.58
8/24/2017,2017,38.96366,-76.446827,27.4,9.1,NaN,6.1,8.3,0.1,9.65E+01,2.1,-28.32,97.24
8/24/2017,2017,38.963633,-76.446805,27.3,8.9,NaN,5.3,7.6,0.1,2.39E+01,2,-10.86,120.5
8/24/2017,2017,38.963668,-76.446805,27.3,8.8,NaN,5.5,8,0.1,1.90E+02,2,-50.57,142.37
8/24/2017,2017,38.963675,-76.446813,27.3,8.8,NaN,5,6.9,0.2,2.19E+02,2.1,78.53,139.92
8/25/2017,2017,38.963693,-76.446798,27.1,8.8,NaN,4.3,6.3,0.1,2.93E+02,2,30.51,106.29
8/25/2017,2017,38.963683,-76.446793,27,9,11.3,7.2,NaN,0.1,1.51E+02,2.1,35.23,35.95
8/25/2017,2017,38.963638,-76.44679,27,NaN,11.4,NaN,4.5,0.1,1.62E+02,2.1,-33.54,-11.02
8/25/2017,2017,38.963645,-76.44681,27,9,10.5,5.7,3.9,0,94,2,-72.92,-55.41
8/25/2017,2017,38.96366,-76.446823,26.9,8.9,9.8,6,4.3,0,1.11E+02,2,-48.56,-13.96
8/25/2017,2017,38.963685,-76.446848,26.9,8.9,10.4,5.9,4.1,0.1,235,1.9,-37.93,-19.22
8/25/2017,2017,38.963655,-76.446812,26.9,8.9,13.8,7.1,3,0,9.13E+01,1.8,-21.16,-61.46
8/25/2017,2017,38.963663,-76.4468,27,9,18.5,7.8,3.5,0.1,1.08E+02,2.1,-52.76,-35.74
8/25/2017,2017,38.963643,-76.446795,26.8,8.9,NaN,7.5,3,0.2,3.78E+01,1.8,-28.99,1.56
8/25/2017,2017,38.963657,-76.446813,26.7,9,7.1,7.3,3.7,0.1,8.56E+01,2,17.28,83.6
8/25/2017,2017,38.96367,-76.446853,26.6,9,6.9,6.9,3.7,0.2,8.47E+01,2,0.17,119.42
8/25/2017,2017,38.963652,-76.4468,26.6,9.1,5.9,7,3.5,0.1,1.19E+02,2.1,-23.78,100.51
8/25/2017,2017,38.963657,-76.4468,26.5,9,8,4.8,2.9,NaN,NaN,NaN,-38.54,110.33
8/25/2017,2017,38.963652,-76.446825,26.5,9,7.1,5.6,3.2,0.1,2.31E+01,2,-18.57,71.97
8/25/2017,2017,38.963652,-76.446805,26.6,9.1,7.5,5.6,2.3,NaN,NaN,NaN,-21.28,8.97
8/25/2017,2017,38.96367,-76.4468,26.7,9,NaN,4.6,NaN,0.2,1.34E+02,2.2,-8.74,-7.14
8/25/2017,2017,38.963637,-76.446788,27.1,8.9,20.5,5.6,3,0.2,9.47E+01,2.3,-32.91,-39.56
8/25/2017,2017,38.963622,-76.446815,27.1,8.9,15.8,5.5,NaN,0.2,1.20E+02,2.2,-5.45,-46.31
8/25/2017,2017,38.96363,-76.446823,27.1,9,17.3,5.6,NaN,0.2,2.93E+02,2.3,-41.17,-41.83
8/25/2017,2017,38.963663,-76.446822,26.8,9.1,NaN,5.9,NaN,0.2,1.46E+02,2.3,-30.62,58.94
8/25/2017,2017,38.963662,-76.446793,27.1,8.8,NaN,5.1,3.5,0.2,2.59E+01,2.2,-106.04,92.31
8/25/2017,2017,38.963663,-76.446812,26.9,8.9,NaN,4.7,4.3,0.2,176,2.2,-20.26,151.56
8/25/2017,2017,38.963663,-76.446802,27,8.7,20.9,4.3,4.4,NaN,NaN,NaN,94.78,150.69
8/26/2017,2017,38.963685,-76.446813,NaN,8.3,20.4,4.1,NaN,0.2,3.44E+02,2.2,57.36,125.77
8/26/2017,2017,38.963687,-76.446805,26.8,8.3,NaN,3.5,5.3,0.1,93,1.9,-5.06,106.91
8/26/2017,2017,38.963633,-76.446792,26.7,8.3,12.4,3.6,5.2,0.1,8.62E+01,2,-35.45,34.56
8/26/2017,2017,38.963645,-76.446817,26.7,8.4,11.7,3.5,6.1,0.2,8.27E+01,2,1.2,-14.64
8/26/2017,2017,38.96365,-76.446825,26.8,8.5,12.7,3.8,6,0.2,7.74E+01,1.9,2.52,-35.21
8/26/2017,2017,38.963658,-76.446855,NaN,8.5,13,3.9,6,0.1,87,1.8,-26.95,-26.22
8/26/2017,2017,38.963655,-76.44684,26.6,8.5,11.2,3.8,5.4,0.1,8.58E+01,1.7,-46.62,-42.38
8/26/2017,2017,38.963673,-76.446823,26.5,8.6,11,3.6,4.6,0.1,1.77E+02,2.1,-42.35,-33.39
8/26/2017,2017,38.963663,-76.446817,26.6,8.7,12.1,4.5,4.7,0.1,1.58E+02,2.2,-22.98,-69.99
8/26/2017,2017,38.963662,-76.446823,26.6,8.8,15.8,6.2,3.8,NaN,NaN,NaN,-49.85,4.44
